source,location,address,property_type,bedrooms,bathrooms,parking,size_sqft,price_kes,listing_url,listing_date
property24,Westlands,"Matundu Lane Spring Valley, Westlands, Nairobi",Apartment,1.0,1.0,1.0,624,8700000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116927122,2026-02-23
property24,Westlands,"School Ln Spring Valley, Westlands, Nairobi",Apartment,1.0,1.0,1.0,614,11236000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116926501,2026-02-23
property24,Kileleshwa,"Othaya Rd Nairobi, Kileleshwa, Nairobi",Apartment,3.0,4.0,2.0,2207,24000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116940628,2026-02-23
property24,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",Apartment,,1.0,1.0,484,5500000,https://www.property24.co.ke/apartment-flat-for-sale-in-kilimani-116924922,2026-02-23
property24,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Apartment,2.0,2.0,1.0,904,10000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-116930236,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,2.0,2.0,1.0,1259,14700000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116940371,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1346,13900000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945230,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1346,13900000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945180,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,614,6200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116926419,2026-02-23
property24,Kileleshwa,"Othaya Rd Nairobi, Kileleshwa, Nairobi",Apartment,3.0,4.0,2.0,2207,24000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116940637,2026-02-23
property24,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,710,7000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116940555,2026-02-23
property24,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,700,6900000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116940484,2026-02-23
property24,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Apartment,1.0,1.0,1.0,646,7200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-116930246,2026-02-23
property24,Westlands,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",Apartment,1.0,1.0,1.0,721,9000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116923431,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1496,16600000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945311,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1496,16600000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945304,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1464,16200000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945268,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1464,16200000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945255,2026-02-23
property24,Kilimani,"PQ2G+QH Kilimani, Kilimani, Nairobi",Apartment,5.0,,3.0,4790,62500000,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116923414,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1496,16600000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-101739666,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1152,12300000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116931159,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1152,12300000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116931146,2026-02-23
property24,Kilimani,"PQ2G+QH Kilimani, Kilimani, Nairobi",Apartment,5.0,,3.0,3251,33500000,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116923543,2026-02-23
property24,Kilimani,"PQ4H+8MC Elgeyo Rd, Kilimani, Nairobi",Apartment,5.0,,3.0,3864,52500000,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116923402,2026-02-23
property24,Kilimani,"PQ4H+8MC Elgeyo Rd, Kilimani, Nairobi",Apartment,4.0,,2.0,2971,42500000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116923388,2026-02-23
property24,Kilimani,"PQ2G+QH Kilimani, Kilimani, Nairobi",Apartment,3.0,,2.0,2174,22500000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116923586,2026-02-23
property24,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",Apartment,,1.0,1.0,484,5500000,https://www.property24.co.ke/apartment-flat-for-sale-in-kilimani-116924925,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,861,8200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116945384,2026-02-23
property24,Kileleshwa,"Othaya Rd Nairobi, Kileleshwa, Nairobi",Apartment,4.0,5.0,2.0,2960,31000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116941139,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1184,13000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116931258,2026-02-23
property24,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi",Apartment,2.0,2.0,1.0,1184,11500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116940564,2026-02-23
property24,Kileleshwa,"Othaya Rd Nairobi, Kileleshwa, Nairobi",Apartment,4.0,5.0,2.0,2960,31000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116941152,2026-02-23
property24,Westlands,"Ring Rd Parklands Nairobi, Westlands, Nairobi",Apartment,,1.0,1.0,936,10500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116925932,2026-02-23
property24,Westlands,"Ring Rd Parklands Nairobi, Westlands, Nairobi",Apartment,2.0,2.0,1.0,1173,13800000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116925928,2026-02-23
property24,Westlands,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",Apartment,1.0,1.0,1.0,721,9000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116923457,2026-02-23
property24,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,2.0,861,7150000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116919703,2026-02-23
property24,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,2.0,807,7150000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116919692,2026-02-23
property24,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,700,5110000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116919667,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,861,8200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-101757565,2026-02-23
property24,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,700,5110000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116919655,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,2.0,2.0,1.0,1313,15600000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116940377,2026-02-23
property24,Kilimani,"Wood Ave Kilimani, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,807,8200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116950892,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",House,2.0,3.0,1.0,1184,13000000,https://www.property24.co.ke/2-bedroom-house-for-sale-in-westlands-116931281,2026-02-23
property24,Westlands,"Ring Rd Parklands Nairobi, Westlands, Nairobi",Apartment,3.0,,2.0,1701,19800000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116925924,2026-02-23
property24,Westlands,"Ring Rd Parklands Nairobi, Westlands, Nairobi",Apartment,3.0,,2.0,1808,21800000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116925923,2026-02-23
property24,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi",Apartment,2.0,2.0,1.0,1184,11500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116940576,2026-02-23
property24,Westlands,"Ring Rd Parklands Nairobi, Westlands, Nairobi",Apartment,,3.0,2.0,1399,17800000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116925926,2026-02-23
property24,Westlands,"Jalaram Rd Spring Valley, Westlands, Nairobi",Apartment,3.0,,2.0,1636,19500000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116926144,2026-02-23
property24,Westlands,"Jalaram Rd Spring Valley, Westlands, Nairobi",Apartment,4.0,,2.0,2174,27000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116926142,2026-02-23
property24,Lower Kabete,"Lower Kabete, Lower Kabete, Nairobi",Apartment,1.0,1.0,1.0,549,4310000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-lower-kabete-116926879,2026-02-23
property24,Westlands,"Jalaram Rd Spring Valley, Westlands, Nairobi",Apartment,4.0,,2.0,2174,27000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116950031,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1410,15500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945332,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,2.0,2.0,1.0,1313,15600000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116940389,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1346,13900000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116931194,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1346,13900000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116931173,2026-02-23
property24,Westlands,"Muthithi Rd Nairobi, Westlands, Nairobi",Apartment,2.0,2.0,2.0,1485,20010000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116915294,2026-02-23
property24,Westlands,"Muthithi Rd Nairobi, Westlands, Nairobi",Apartment,2.0,2.0,2.0,1485,20010000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116915276,2026-02-23
property24,Westlands,"Muthithi Rd Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,700,6500000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116915244,2026-02-23
property24,Westlands,"Muthithi Rd Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,700,6500000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116915236,2026-02-23
property24,Westlands,"Muthithi Rd Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,700,6500000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116915215,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1410,15500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945337,2026-02-23
property24,Westlands,"Muthithi Rd Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,700,6500000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-101743387,2026-02-23
property24,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",Apartment,2.0,3.0,1.0,1076,10800000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116924938,2026-02-23
property24,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,807,8200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116924929,2026-02-23
property24,Kilimani,"Wood Ave Kilimani, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,807,8200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116950874,2026-02-23
property24,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",Apartment,2.0,3.0,1.0,1076,10800000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116924945,2026-02-23
property24,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,807,8200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116924933,2026-02-23
property24,Westlands,"Ring Rd Parklands Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,721,8200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116925933,2026-02-23
property24,Westlands,"Westlands Highridge, Westlands, Nairobi",Apartment,1.0,1.0,1.0,592,7800000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116944151,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,2.0,1.0,1184,10700000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-101757469,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,2.0,1.0,1184,10700000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116945537,2026-02-23
property24,Kilimani,"George Padmore Road Kilimani, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,840,8550000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116951992,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,3.0,4.0,2.0,1959,24000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116940408,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,3.0,4.0,2.0,1862,22000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116940395,2026-02-23
property24,Westlands,"Ring Rd Parklands Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,517,6200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116925935,2026-02-23
property24,Westlands,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",Apartment,1.0,1.0,1.0,721,8100000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116918922,2026-02-23
property24,Westlands,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",Apartment,2.0,2.0,1.0,1109,11500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116918946,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,3.0,4.0,2.0,1959,24000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116940416,2026-02-23
property24,Kilimani,"Kirichwa Rd Kilimani, Kilimani, Nairobi",Apartment,3.0,4.0,2.0,1862,22000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116940401,2026-02-23
property24,Westlands,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",Apartment,1.0,1.0,1.0,818,9000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116918936,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,3.0,2.0,2.0,1292,15200000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116945565,2026-02-23
property24,Kileleshwa,"Gatundu Rd Kileleshwa, Kileleshwa, Nairobi",Apartment,2.0,2.0,1.0,1281,12000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116940580,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1410,15500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116931304,2026-02-23
property24,Westlands,"Westlands Rd Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,732,7000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116918962,2026-02-23
property24,Lower Kabete,"Lower Kabete Nairobi, Lower Kabete, Nairobi",Apartment,1.0,1.0,1.0,366,4720000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-lower-kabete-116909742,2026-02-23
property24,Westlands,"Westlands, Westlands, Nairobi",Apartment,1.0,1.0,1.0,689,8800000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116904926,2026-02-23
property24,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,2.0,915,7150000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116905775,2026-02-23
property24,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,2.0,915,7150000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116905765,2026-02-23
property24,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,2.0,2.0,2.0,915,7150000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116905758,2026-02-23
property24,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,700,5110000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116905743,2026-02-23
property24,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi",Apartment,1.0,1.0,1.0,700,5110000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116905729,2026-02-23
property24,Westlands,"Mogotio Rd Nairobi, Westlands, Nairobi",Apartment,2.0,2.0,1.0,1001,11800000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116926805,2026-02-23
property24,Westlands,"Mogotio Rd Nairobi, Westlands, Nairobi",Apartment,3.0,2.0,1.0,1464,14800000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116926783,2026-02-23
property24,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",Apartment,3.0,4.0,2.0,8407,30000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-lavington-116908390,2026-02-23
property24,Westlands,"Westlands, Westlands, Nairobi",Apartment,1.0,1.0,1.0,624,9000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116907406,2026-02-23
property24,Kilimani,"Elgeyo Rd Kilimani, Kilimani, Nairobi",Apartment,5.0,6.0,2.0,3864,54000000,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116940299,2026-02-23
property24,Kilimani,"Elgeyo Rd Kilimani, Kilimani, Nairobi",Apartment,4.0,5.0,2.0,3251,48000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116940279,2026-02-23
property24,Kilimani,"Elgeyo Rd Kilimani, Kilimani, Nairobi",Apartment,4.0,5.0,2.0,2971,44000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116940261,2026-02-23
property24,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",Apartment,4.0,5.0,2.0,129,25000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116908355,2026-02-23
property24,Kilimani,"Kilimani, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,646,6500000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116907481,2026-02-23
property24,Kilimani,"Kilimani, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,646,6000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116907467,2026-02-23
property24,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,592,6000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116907445,2026-02-23
property24,Kilimani,"Kilimani, Kilimani, Nairobi",Apartment,1.0,1.0,1.0,592,5500000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116907433,2026-02-23
property24,Kilimani,"Elgeyo Rd Kilimani, Kilimani, Nairobi",Apartment,3.0,4.0,2.0,2207,32000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116940242,2026-02-23
property24,Westlands,"Mogotio Rd Nairobi, Westlands, Nairobi",Apartment,3.0,,2.0,1711,22680000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116926682,2026-02-23
property24,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",Apartment,2.0,3.0,1.0,1410,15500000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116931332,2026-02-23
property24,Westlands,"Westlands, Westlands, Nairobi",Apartment,5.0,6.0,4.0,2852,35000000,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-westlands-116905252,2026-02-23
property24,Westlands,"Westlands, Westlands, Nairobi",Apartment,1.0,1.0,1.0,624,9000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-101747742,2026-02-23
property24,Westlands,"Westlands, Westlands, Nairobi",Apartment,4.0,5.0,3.0,2271,27500000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116905230,2026-02-23
property24,Syokimau,"Mombasa Road Nairobi, Syokimau, Nairobi",Apartment,2.0,2.0,1.0,1163,8000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-116922830,2026-02-23
property24,Syokimau,"Mombasa Road Nairobi, Syokimau, Nairobi",Apartment,2.0,2.0,1.0,1163,8000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-116922830,2026-02-23
property24,Westlands,"PQQJ+M66 Muthangari Dr, Westlands, Nairobi",Apartment,4.0,5.0,7.0,2293,37200000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116940761,2026-02-23
property24,Westlands,"PQQJ+M66 Muthangari Dr, Westlands, Nairobi",Apartment,4.0,5.0,7.0,2293,37200000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116940753,2026-02-23
property24,Westlands,"PQQJ+M66 Muthangari Dr, Westlands, Nairobi",Apartment,4.0,5.0,7.0,2293,37200000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116940744,2026-02-23
property24,Westlands,"PQQJ+M66 Muthangari Dr, Westlands, Nairobi",Apartment,3.0,4.0,7.0,1722,24400000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116940738,2026-02-23
property24,Westlands,"PQQJ+M66 Muthangari Dr, Westlands, Nairobi",Apartment,3.0,4.0,4.0,1722,24400000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116940733,2026-02-23
property24,Westlands,"PQQJ+M66 Muthangari Dr, Westlands, Nairobi",Apartment,3.0,4.0,7.0,1722,24400000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116940725,2026-02-23
property24,Westlands,"PQQJ+M66 Muthangari Dr, nairobi, Westlands, Nairobi",Apartment,3.0,4.0,7.0,1722,24400000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116940717,2026-02-23
property24,Syokimau,"Mombasa Road Nairobi, Syokimau, Nairobi",Apartment,2.0,2.0,1.0,1163,8000000,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-101757521,2026-02-23
property24,Kilimani,"Elgeyo Rd Kilimani, Kilimani, Nairobi",Apartment,5.0,6.0,2.0,3864,54000000,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116940308,2026-02-23
property24,Kilimani,"Elgeyo Rd Kilimani, Kilimani, Nairobi",Apartment,4.0,5.0,2.0,3251,48000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116940287,2026-02-23
property24,Kilimani,"Elgeyo Rd Kilimani, Kilimani, Nairobi",Apartment,4.0,5.0,2.0,2971,44000000,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116940267,2026-02-23
property24,Kilimani,"Elgeyo Rd Kilimani, Kilimani, Nairobi",Apartment,3.0,4.0,2.0,2207,32000000,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116940251,2026-02-23
property24,Mirema,"QVRR+4P4 Nairobi, Mirema, Nairobi",Apartment,1.0,1.0,6.0,797,5200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-mirema-116942180,2026-02-23
property24,Mirema,"QVRR+4P4 Nairobi, Mirema, Nairobi",Apartment,1.0,1.0,7.0,797,5200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-mirema-116942147,2026-02-23
property24,Mirema,"QVRR+4P4 Nairobi, Mirema, Nairobi",Apartment,1.0,1.0,3.0,797,5200000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-mirema-116942125,2026-02-23
property24,Westlands,"Westlands Rd Nairobi, Westlands, Nairobi",Apartment,1.0,1.0,1.0,732,7000000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116918976,2026-02-23
property24,Westlands,"Mogotio Rd 23, Westlands, Nairobi",Apartment,1.0,1.0,7.0,603,6800000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116945731,2026-02-23
property24,Westlands,"Mogotio Rd 23, Westlands, Nairobi",Apartment,1.0,1.0,7.0,603,6800000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116945707,2026-02-23
property24,Westlands,"Mogotio Rd 23, Westlands, Nairobi",Apartment,1.0,1.0,7.0,603,6800000,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116941008,2026-02-23
